Arquivo,local,Local Solicitante,Documento,Data,Hora,Produto,Grupo,Qtd,UN,Val.Total,Peso_Produto_kg,Peso_Total_kg
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,LEVOTIROXINA SODICA COMPRIMIDO 100 09.H.03,,-5.5,CP,"467,612640","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,LORATADINA XAROPE 1 MG/ML FRASCO 100 09.R.,,-50.0,FR,"140,123210","0,250","12,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,METRONIDAZOL GEL VAGINAL 100MG/G 09.G.01.A,,-50.0,CJ,"245,015173","0,050","2,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,MICONAZOL (NITRATO) 20MG/G CREME 09.D.01.A,,-85.0,BS,"198,870097","0,050","4,250"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,MIKANIA GLOMERATA SPRENG XAROPE 09.R.05.C,,-300.0,FR,"600,011343","0,150","45,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,NISTATINA SUSPENSAO ORAL 100.000 UI/ML 09.,,-50.0,FR,"244,366425","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,NORFLOXACINA COMPRIMIDO 400 MG 09.J.01.M G,,-420.0,CP,"149,219792","0,001","0,420"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,OLEO MINERAL 100 % PURO FRASCO 100 09.A.06,,-50.0,FR,"149,973390","0,100","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,PARACETAMOL COMPRIMIDO 500 MG 09.N.02.B Ge,,-8.0,CP,"514,619360","0,001","0,008"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,PARACETAMOL SOLUCAO ORAL 200 MG/ML 09.99.0,,-300.0,FR,"351,400593","0,150","45,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,PREDNISOLONA SOLUCAO ORAL 3 MG/ML 09.H.02.,,-100.0,FR,"629,614849","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,SAIS PARA REIDRATACAO ORAL FORMULA 09.99.0,,-1.0,EN,"890,276630","0,100","0,100"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034752,23/05/2025,15:16:44,SULFAMETOXAZOL + TRIMETOPRIMA 09.J.01.E Ge,,-720.0,CP,"104,602032","0,100","72,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508512 - FARMÁCIA - UBS,5070-25/034832,23/05/2025,15:57:31,CARBONATO DE LITIO COMPRIMIDO 300 MG 09.N.,,-1.0,CP,"189,885150","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508512 - FARMÁCIA - UBS,5070-25/034832,23/05/2025,15:57:31,CLONAZEPAM COMPRIMIDO 2 MG 09.N.03.A Progr,,-2.4,CP,"100,801776","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508512 - FARMÁCIA - UBS,5070-25/034832,23/05/2025,15:57:31,FLUOXETINA COMPRIMIDO OU CAPSULA 20 09.N.0,,-5.6,UN,"448,758520","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,CARBAMAZEPINA SUSPENSAO ORAL 100 09.N.03.A,,-20.0,FR,"130,001923","0,150","3,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,CARBONATO DE LITIO COMPRIMIDO 300 MG 09.N.,,-1.0,CP,"189,885150","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,CLONAZEPAM COMPRIMIDO 2 MG 09.N.03.A Progr,,-3.36,CP,"141,122486","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,FENOBARBITAL COMPRIMIDO 100 MG 09.N.03.A P,,-2.0,CP,"243,213940","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,FLUOXETINA COMPRIMIDO OU CAPSULA 20 09.N.0,,-8.4,UN,"673,137780","0,001","0,008"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,IMIPRAMINA DRAGEA OU COMPRIMIDO 09.N.06.A,,-400.0,DG,"171,997960","0,001","0,400"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,LEVOMEPROMAZINA COMPRIMIDO 100 MG 09.N.05.,,-400.0,CP,"238,002124","0,001","0,400"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500707 - FARMÁCIA - UBS 7,5070-25/034835,23/05/2025,16:03:28,TIORIDAZINA (CLORIDRATO) DRÁGEA OU 09.N.05,,-120.0,UN,"106,800000","0,100","12,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,"ACIDO FÓLICO SOLUÇÃO ORAL 0,2 MG/ML 09.B.0",,-50.0,FR,"210,291215","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,ALOPURINOL COMPRIMIDO 100 MG 09.M.04.A Ger,,-2.4,CP,"267,708864","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,AMOXICILINA CAPSULA OU COMPRIMIDO 09.J.01.,,-1.26,UN,"227,508296","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,AMOXICILINA PO PARA SUSPENSAO ORAL 09.J.01,,-50.0,FR,"295,160932","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,ATENOLOL COMPRIMIDO 50 MG 09.C.07.A Gerênc,,-7.2,CP,"288,169848","0,001","0,007"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,CEFALEXINA CAPSULA OU DRAGEA OU 09.J.01.D,,-500.0,UN,"229,994060","0,001","0,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,DIPIRONA SOLUCAO ORAL 500 MG / ML 09.N.02.,,-300.0,FR,"328,803672","0,150","45,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,ESPIRONOLACTONA COMPRIMIDO 25 MG 09.C.03.D,,-6.0,CP,"947,999640","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,FUROSEMIDA COMPRIMIDO 40 MG 09.C.03.C Gerê,,-6.0,CP,"240,304740","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,HIDROCLOROTIAZIDA COMPRIMIDO 25 MG 09.C.03,,-9.0,CP,"153,723240","0,001","0,009"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,IBUPROFENO COMPRIMIDO 600 MG 09.M.01.A Ger,,-6.0,CP,"717,473700","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,ITRACONAZOL CAPSULA 100 MG 09.J.02.A Gerênc,,-250.0,CS,"177,646433","0,001","0,250"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,LEVOTIROXINA SODICA COMPRIMIDO 100 09.H.03,,-5.5,CP,"467,612640","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,LORATADINA XAROPE 1 MG/ML FRASCO 100 09.R.,,-50.0,FR,"140,123210","0,250","12,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,METOPROLOL (SUCCINATO) COMPRIMIDO 09.C.07.,,-690.0,CP,"282,210890","0,001","0,690"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,METOPROLOL (SUCCINATO) COMPRIMIDO 09.C.07.,,-690.0,CP,"155,226085","0,001","0,690"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,METRONIDAZOL GEL VAGINAL 100MG/G 09.G.01.A,,-50.0,CJ,"245,015173","0,050","2,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,MIKANIA GLOMERATA SPRENG XAROPE 09.R.05.C,,-200.0,FR,"400,007562","0,150","30,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,NISTATINA SUSPENSAO ORAL 100.000 UI/ML 09.,,-50.0,FR,"244,366425","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,OLEO MINERAL 100 % PURO FRASCO 100 09.A.06,,-50.0,FR,"149,973390","0,100","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,PREDNISOLONA SOLUCAO ORAL 3 MG/ML 09.H.02.,,-50.0,FR,"314,807425","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,PROPATILNITRATO COMPRIMIDO 10 MG 09.C.01.D,,-2.0,CP,"902,192240","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,SALBUTAMOL (SULFATO) SPRAY OU 09.R.03.A CEA,,-100.0,FR,"947,750843","0,100","10,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,SIMETICONA EMULSAO OU SOLUÇAO OU 09.A.03.A,,-200.0,FR,"292,809476","0,150","30,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,SINVASTATINA COMPRIMIDO 20 MG 09.C.10.A Gerê,,-4.0,CP,"192,092080","0,001","0,004"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,SINVASTATINA COMPRIMIDO 40 MG 09.C.10.A Gerê,,-5.4,CP,"540,012906","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,SULFAMETOXAZOL + TRIMETOPRIMA 09.J.01.E Ge,,-1.2,CP,"174,336720","0,100","0,120"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,SULFATO FERROSO (EQUIVALENTE A 40 MG 09.B.,,-6.0,DG,"227,137500","0,100","0,600"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,OXIBUTININA (CLORIDRATO) COMPRIMIDO 5 09.G.,,-1.2,CP,"838,866684","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,CEFTRIAXONA PÓ P/ SOL INJ 500MG IM 09.J.01,,-15.0,FA,"102,882654","0,100","1,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,PROPAFENONA COMPRIMIDO 300 MG 09.C.01.B Ge,,-1.2,CP,"564,003132","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500703 - FARMÁCIA - UBS 3,5070-25/034824,23/05/2025,16:03:41,OXIBUTININA XAROPE 1 MG/ML FRASCO 120 09.G.,,-6.0,FR,"179,880072","0,250","1,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508105 - FARMÁCIA - UBS 5,5070-25/034838,23/05/2025,16:05:49,CARBAMAZEPINA SUSPENSAO ORAL 100 09.N.03.A,,-35.0,FR,"227,503365","0,150","5,250"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508105 - FARMÁCIA - UBS 5,5070-25/034838,23/05/2025,16:05:49,VALPROATO DE SODIO COMPRIMIDO OU 09.N.03.A,,-2.0,UN,"367,999080","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500708 - FARMÁCIA - UBS 8,5070-25/034839,23/05/2025,16:09:58,IMIPRAMINA DRAGEA OU COMPRIMIDO 09.N.06.A,,-600.0,DG,"257,996940","0,001","0,600"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500708 - FARMÁCIA - UBS 8,5070-25/034839,23/05/2025,16:09:58,TIORIDAZINA (CLORIDRATO) DRÁGEA OU 09.N.05,,-120.0,UN,"106,800000","0,100","12,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500708 - FARMÁCIA - UBS 8,5070-25/034839,23/05/2025,16:09:58,VALPROATO DE SODIO COMPRIMIDO OU 09.N.03.A,,-3.0,UN,"551,998620","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500706 - FARMÁCIA - UBS 6,5070-25/034848,23/05/2025,16:20:56,CLORPROMAZINA (CLORIDRATO) SOLUCAO 09.N.05,,-20.0,FR,"139,000015","0,150","3,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500706 - FARMÁCIA - UBS 6,5070-25/034848,23/05/2025,16:20:56,FENOBARBITAL COMPRIMIDO 100 MG 09.N.03.A P,,-4.0,CP,"486,427880","0,001","0,004"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500706 - FARMÁCIA - UBS 6,5070-25/034848,23/05/2025,16:20:56,FLUOXETINA COMPRIMIDO OU CAPSULA 20 09.N.0,,-2.8,UN,"224,379260","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500706 - FARMÁCIA - UBS 6,5070-25/034848,23/05/2025,16:20:56,LEVOMEPROMAZINA COMPRIMIDO 100 MG 09.N.05.,,-1.0,CP,"595,005310","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,CARBONATO DE LITIO COMPRIMIDO 300 MG 09.N.,,-3.0,CP,"569,655450","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,CELECOXIBE CAPSULA 200 MG 09.M.01.A Progra,,-405.0,CP,"198,608687","0,001","0,405"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,FENOBARBITAL COMPRIMIDO 100 MG 09.N.03.A P,,-3.0,CP,"364,820910","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,FLUOXETINA COMPRIMIDO OU CAPSULA 20 09.N.0,,-5.6,UN,"448,758520","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,HALOPERIDOL (DECANOATO) SOLUCAO 09.N.05.A,,-25.0,AM,"100,000004","0,150","3,750"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,LEVOMEPROMAZINA COMPRIMIDO 100 MG 09.N.05.,,-800.0,CP,"476,004248","0,001","0,800"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508301 - FARMÁCIA - UBS 1,5070-25/034871,23/05/2025,16:25:23,VALPROATO DE SODIO COMPRIMIDO OU 09.N.03.A,,-2.0,UN,"367,999080","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,ACIDO ACETILSALICILICO COMPRIMIDO 100 09.B,,-8.0,CP,"277,625600","0,001","0,008"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,"ACIDO FÓLICO SOLUÇÃO ORAL 0,2 MG/ML 09.B.0",,-50.0,FR,"210,291215","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,AMIODARONA (CLORIDRATO) COMPRIMIDO 09.C.01,,-2.5,CP,"725,336925","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,AMOXICILINA CAPSULA OU COMPRIMIDO 09.J.01.,,-1.26,UN,"227,508296","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,AMOXICILINA PO PARA SUSPENSAO ORAL 09.J.01,,-100.0,FR,"590,321863","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,AZITROMICINA COMPRIMIDO 500 MG 09.J.01.F G,,-600.0,CP,"449,103528","0,001","0,600"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,AZITROMICINA PO PARA SUSPENSAO ORAL 09.J.0,,-50.0,FR,"400,920129","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,BECLOMETASONA (DIPROPIONATO) SPRAY 09.R.03,,-20.0,FR,"372,918928","0,100","2,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,BROMOPRIDA CAPSULA OU COMPRIMIDO 09.A.03.F,,-800.0,CP,"134,088048","0,001","0,800"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,CEFALEXINA CAPSULA OU DRAGEA OU 09.J.01.D,,-2.0,UN,"919,976240","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,CLORETO DE SODIO SOLUÇAO NASAL 9 09.R.01.A,,-200.0,FR,"170,100620","0,100","20,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,DIPIRONA SOLUCAO ORAL 500 MG / ML 09.N.02.,,-300.0,FR,"328,803672","0,150","45,000"
